STATE_FIPS,STATE_CODE,STATE,COUNTY_FIPS,COUNTY
29,MO,Missouri,81,Harrison 
29,MO,Missouri,83,Henry 
29,MO,Missouri,85,Hickory 
29,MO,Missouri,87,Holt 
29,MO,Missouri,89,Howard 
29,MO,Missouri,91,Howell 
29,MO,Missouri,93,Iron 
29,MO,Missouri,95,Jackson 
29,MO,Missouri,97,Jasper 
29,MO,Missouri,99,Jefferson 
29,MO,Missouri,101,Johnson 
29,MO,Missouri,103,Knox 
29,MO,Missouri,105,Laclede 
29,MO,Missouri,107,Lafayette 
29,MO,Missouri,109,Lawrence 
29,MO,Missouri,111,Lewis 
29,MO,Missouri,113,Lincoln 
29,MO,Missouri,115,Linn 
29,MO,Missouri,117,Livingston 
29,MO,Missouri,119,McDonald 
29,MO,Missouri,121,Macon 
29,MO,Missouri,123,Madison 
29,MO,Missouri,125,Maries 
29,MO,Missouri,127,Marion 
29,MO,Missouri,129,Mercer 
29,MO,Missouri,131,Miller 
29,MO,Missouri,133,Mississippi 
29,MO,Missouri,135,Moniteau 
29,MO,Missouri,137,Monroe 
29,MO,Missouri,139,Montgomery 
29,MO,Missouri,141,Morgan 
29,MO,Missouri,143,New Madrid 
29,MO,Missouri,145,Newton 
29,MO,Missouri,147,Nodaway 
29,MO,Missouri,149,Oregon 
29,MO,Missouri,151,Osage 
29,MO,Missouri,153,Ozark 
29,MO,Missouri,155,Pemiscot 
29,MO,Missouri,157,Perry 
29,MO,Missouri,159,Pettis 
29,MO,Missouri,161,Phelps 
29,MO,Missouri,163,Pike 
29,MO,Missouri,165,Platte 
29,MO,Missouri,167,Polk 
29,MO,Missouri,169,Pulaski 
29,MO,Missouri,171,Putnam 
29,MO,Missouri,173,Ralls 
29,MO,Missouri,175,Randolph 
29,MO,Missouri,177,Ray 
29,MO,Missouri,179,Reynolds 
29,MO,Missouri,181,Ripley 
29,MO,Missouri,183,St. Charles 
29,MO,Missouri,185,St. Clair 
29,MO,Missouri,186,Ste. Genevieve 
29,MO,Missouri,187,St. Francois 
29,MO,Missouri,189,St. Louis 
29,MO,Missouri,195,Saline 
29,MO,Missouri,197,Schuyler 
29,MO,Missouri,199,Scotland 
29,MO,Missouri,201,Scott 
29,MO,Missouri,203,Shannon 
29,MO,Missouri,205,Shelby 
29,MO,Missouri,207,Stoddard 
29,MO,Missouri,209,Stone 
29,MO,Missouri,211,Sullivan 
29,MO,Missouri,213,Taney 
29,MO,Missouri,215,Texas 
29,MO,Missouri,217,Vernon 
29,MO,Missouri,219,Warren 
29,MO,Missouri,221,Washington 
29,MO,Missouri,223,Wayne 
29,MO,Missouri,225,Webster 
29,MO,Missouri,227,Worth 
29,MO,Missouri,229,Wright 
29,MO,Missouri,510,#VALUE!
30,MT,Montana,1,Beaverhead 
30,MT,Montana,3,Big Horn 
30,MT,Montana,5,Blaine 
30,MT,Montana,7,Broadwater 
30,MT,Montana,9,Carbon 
30,MT,Montana,11,Carter 
30,MT,Montana,13,Cascade 
30,MT,Montana,15,Chouteau 
30,MT,Montana,17,Custer 
30,MT,Montana,19,Daniels 
30,MT,Montana,21,Dawson 
30,MT,Montana,23,Deer Lodge 
30,MT,Montana,25,Fallon 
30,MT,Montana,27,Fergus 
30,MT,Montana,29,Flathead 
30,MT,Montana,31,Gallatin 
30,MT,Montana,33,Garfield 
30,MT,Montana,35,Glacier 
30,MT,Montana,37,Golden Valley 
30,MT,Montana,39,Granite 
30,MT,Montana,41,Hill 
30,MT,Montana,43,Jefferson 
30,MT,Montana,45,Judith Basin 
30,MT,Montana,47,Lake 
30,MT,Montana,49,Lewis and Clark 
30,MT,Montana,51,Liberty 
30,MT,Montana,53,Lincoln 
30,MT,Montana,55,McCone 
30,MT,Montana,57,Madison 
30,MT,Montana,59,Meagher 
30,MT,Montana,61,Mineral 
30,MT,Montana,63,Missoula 
30,MT,Montana,65,Musselshell 
30,MT,Montana,67,Park 
30,MT,Montana,69,Petroleum 
30,MT,Montana,71,Phillips 
30,MT,Montana,73,Pondera 
30,MT,Montana,75,Powder River 
30,MT,Montana,77,Powell 
30,MT,Montana,79,Prairie 
30,MT,Montana,81,Ravalli 
30,MT,Montana,83,Richland 
30,MT,Montana,85,Roosevelt 
30,MT,Montana,87,Rosebud 
30,MT,Montana,89,Sanders 
30,MT,Montana,91,Sheridan 
30,MT,Montana,93,Silver Bow 
30,MT,Montana,95,Stillwater 
30,MT,Montana,97,Sweet Grass 
30,MT,Montana,99,Teton 
30,MT,Montana,101,Toole 
30,MT,Montana,103,Treasure 
30,MT,Montana,105,Valley 
30,MT,Montana,107,Wheatland 
30,MT,Montana,109,Wibaux 
30,MT,Montana,111,Yellowstone 
31,NE,Nebraska,1,Adams 
31,NE,Nebraska,3,Antelope 
31,NE,Nebraska,5,Arthur 
31,NE,Nebraska,7,Banner 
31,NE,Nebraska,9,Blaine 
31,NE,Nebraska,11,Boone 
31,NE,Nebraska,13,Box Butte 
31,NE,Nebraska,15,Boyd 
31,NE,Nebraska,17,Brown 
31,NE,Nebraska,19,Buffalo 
31,NE,Nebraska,21,Burt 
31,NE,Nebraska,23,Butler 
31,NE,Nebraska,25,Cass 
31,NE,Nebraska,27,Cedar 
31,NE,Nebraska,29,Chase 
31,NE,Nebraska,31,Cherry 
31,NE,Nebraska,33,Cheyenne 
31,NE,Nebraska,35,Clay 
31,NE,Nebraska,37,Colfax 
31,NE,Nebraska,39,Cuming 
31,NE,Nebraska,41,Custer 
31,NE,Nebraska,43,Dakota 
31,NE,Nebraska,45,Dawes 
31,NE,Nebraska,47,Dawson 
31,NE,Nebraska,49,Deuel 
31,NE,Nebraska,51,Dixon 
31,NE,Nebraska,53,Dodge 
31,NE,Nebraska,55,Douglas 
31,NE,Nebraska,57,Dundy 
31,NE,Nebraska,59,Fillmore 
31,NE,Nebraska,61,Franklin 
31,NE,Nebraska,63,Frontier 
31,NE,Nebraska,65,Furnas 
31,NE,Nebraska,67,Gage 
31,NE,Nebraska,69,Garden 
31,NE,Nebraska,71,Garfield 
31,NE,Nebraska,73,Gosper 
31,NE,Nebraska,75,Grant 
31,NE,Nebraska,77,Greeley 
31,NE,Nebraska,79,Hall 
31,NE,Nebraska,81,Hamilton 
31,NE,Nebraska,83,Harlan 
31,NE,Nebraska,85,Hayes 
31,NE,Nebraska,87,Hitchcock 
31,NE,Nebraska,89,Holt 
31,NE,Nebraska,91,Hooker 
31,NE,Nebraska,93,Howard 
31,NE,Nebraska,95,Jefferson 
31,NE,Nebraska,97,Johnson 
31,NE,Nebraska,99,Kearney 
31,NE,Nebraska,101,Keith 
31,NE,Nebraska,103,Keya Paha 
31,NE,Nebraska,105,Kimball 
31,NE,Nebraska,107,Knox 
31,NE,Nebraska,109,Lancaster 
31,NE,Nebraska,111,Lincoln 
31,NE,Nebraska,113,Logan 
31,NE,Nebraska,115,Loup 
31,NE,Nebraska,117,McPherson 
31,NE,Nebraska,119,Madison 
31,NE,Nebraska,121,Merrick 
31,NE,Nebraska,123,Morrill 
31,NE,Nebraska,125,Nance 
31,NE,Nebraska,127,Nemaha 
31,NE,Nebraska,129,Nuckolls 
31,NE,Nebraska,131,Otoe 
31,NE,Nebraska,133,Pawnee 
31,NE,Nebraska,135,Perkins 
31,NE,Nebraska,137,Phelps 
31,NE,Nebraska,139,Pierce 
31,NE,Nebraska,141,Platte 
31,NE,Nebraska,143,Polk 
31,NE,Nebraska,145,Red Willow 
31,NE,Nebraska,147,Richardson 
31,NE,Nebraska,149,Rock 
31,NE,Nebraska,151,Saline 
31,NE,Nebraska,153,Sarpy 
31,NE,Nebraska,155,Saunders 
31,NE,Nebraska,157,Scotts Bluff 
31,NE,Nebraska,159,Seward 
31,NE,Nebraska,161,Sheridan 
31,NE,Nebraska,163,Sherman 
31,NE,Nebraska,165,Sioux 
31,NE,Nebraska,167,Stanton 
31,NE,Nebraska,169,Thayer 
31,NE,Nebraska,171,Thomas 
31,NE,Nebraska,173,Thurston 
31,NE,Nebraska,175,Valley 
31,NE,Nebraska,177,Washington 
31,NE,Nebraska,179,Wayne 
31,NE,Nebraska,181,Webster 
31,NE,Nebraska,183,Wheeler 
31,NE,Nebraska,185,York 
32,NV,North Dakota,1,Churchill 
32,NV,North Dakota,3,Clark 
32,NV,North Dakota,5,Douglas 
32,NV,North Dakota,7,Elko 
32,NV,North Dakota,9,Esmeralda 
32,NV,North Dakota,11,Eureka 
32,NV,North Dakota,13,Humboldt 
32,NV,North Dakota,15,Lander 
32,NV,North Dakota,17,Lincoln 
32,NV,North Dakota,19,Lyon 
32,NV,North Dakota,21,Mineral 
32,NV,North Dakota,23,Nye 
32,NV,North Dakota,27,Pershing 
32,NV,North Dakota,29,Storey 
32,NV,North Dakota,31,Washoe 
32,NV,North Dakota,33,White Pine 
32,NV,North Dakota,510,#VALUE!
33,NH,Nebraska,1,Belknap 
33,NH,Nebraska,3,Carroll 
33,NH,Nebraska,5,Cheshire 
33,NH,Nebraska,7,Coos 
33,NH,Nebraska,9,Grafton 
33,NH,Nebraska,11,Hillsborough 
33,NH,Nebraska,13,Merrimack 
33,NH,Nebraska,15,Rockingham 
33,NH,Nebraska,17,Strafford 
33,NH,Nebraska,19,Sullivan 
34,NJ,Nebraska,1,Atlantic 
34,NJ,Nebraska,3,Bergen 
34,NJ,Nebraska,5,Burlington 
34,NJ,Nebraska,7,Camden 
34,NJ,Nebraska,9,Cape May 
34,NJ,Nebraska,11,Cumberland 
34,NJ,Nebraska,13,Essex 
34,NJ,Nebraska,15,Gloucester 
34,NJ,Nebraska,17,Hudson 
34,NJ,Nebraska,19,Hunterdon 
34,NJ,Nebraska,21,Mercer 
34,NJ,Nebraska,23,Middlesex 
34,NJ,Nebraska,25,Monmouth 
34,NJ,Nebraska,27,Morris 
34,NJ,Nebraska,29,Ocean 
34,NJ,Nebraska,31,Passaic 
34,NJ,Nebraska,33,Salem 
34,NJ,Nebraska,35,Somerset 
34,NJ,Nebraska,37,Sussex 
34,NJ,Nebraska,39,Union 
34,NJ,Nebraska,41,Warren 
35,NM,New Mexico,1,Bernalillo 
35,NM,New Mexico,3,Catron 
35,NM,New Mexico,5,Chaves 
35,NM,New Mexico,6,Cibola 
35,NM,New Mexico,7,Colfax 
35,NM,New Mexico,9,Curry 
35,NM,New Mexico,11,De Baca 
35,NM,New Mexico,13,Do a Ana 
35,NM,New Mexico,15,Eddy 
35,NM,New Mexico,17,Grant 
35,NM,New Mexico,19,Guadalupe 
35,NM,New Mexico,21,Harding 
35,NM,New Mexico,23,Hidalgo 
35,NM,New Mexico,25,Lea 
35,NM,New Mexico,27,Lincoln 
35,NM,New Mexico,28,Los Alamos 
35,NM,New Mexico,29,Luna 
35,NM,New Mexico,31,McKinley 
35,NM,New Mexico,33,Mora 
35,NM,New Mexico,35,Otero 
35,NM,New Mexico,37,Quay 
35,NM,New Mexico,39,Rio Arriba 
35,NM,New Mexico,41,Roosevelt 
35,NM,New Mexico,43,Sandoval 
35,NM,New Mexico,45,San Juan 
35,NM,New Mexico,47,San Miguel 
35,NM,New Mexico,49,Santa Fe 
35,NM,New Mexico,51,Sierra 
35,NM,New Mexico,53,Socorro 
35,NM,New Mexico,55,Taos 
35,NM,New Mexico,57,Torrance 
35,NM,New Mexico,59,Union 
35,NM,New Mexico,61,Valencia 
36,NY,North Dakota,1,Albany 
36,NY,North Dakota,3,Allegany 
36,NY,North Dakota,5,Bronx 
36,NY,North Dakota,7,Broome 
36,NY,North Dakota,9,Cattaraugus 
36,NY,North Dakota,11,Cayuga 
36,NY,North Dakota,13,Chautauqua 
36,NY,North Dakota,15,Chemung 
36,NY,North Dakota,17,Chenango 
36,NY,North Dakota,19,Clinton 
36,NY,North Dakota,21,Columbia 
36,NY,North Dakota,23,Cortland 
36,NY,North Dakota,25,Delaware 
36,NY,North Dakota,27,Dutchess 
36,NY,North Dakota,29,Erie 
36,NY,North Dakota,31,Essex 
36,NY,North Dakota,33,Franklin 
36,NY,North Dakota,35,Fulton 
36,NY,North Dakota,37,Genesee 
36,NY,North Dakota,39,Greene 
36,NY,North Dakota,41,Hamilton 
36,NY,North Dakota,43,Herkimer 
36,NY,North Dakota,45,Jefferson 
36,NY,North Dakota,47,Kings 
36,NY,North Dakota,49,Lewis 
36,NY,North Dakota,51,Livingston 
36,NY,North Dakota,53,Madison 
36,NY,North Dakota,55,Monroe 
36,NY,North Dakota,57,Montgomery 
36,NY,North Dakota,59,Nassau 
36,NY,North Dakota,61,New York 
36,NY,North Dakota,63,Niagara 
36,NY,North Dakota,65,Oneida 
36,NY,North Dakota,67,Onondaga 
36,NY,North Dakota,69,Ontario 
36,NY,North Dakota,71,Orange 
36,NY,North Dakota,73,Orleans 
36,NY,North Dakota,75,Oswego 
36,NY,North Dakota,77,Otsego 
36,NY,North Dakota,79,Putnam 
36,NY,North Dakota,81,Queens 
36,NY,North Dakota,83,Rensselaer 
36,NY,North Dakota,85,Richmond 
36,NY,North Dakota,87,Rockland 
36,NY,North Dakota,89,St. Lawrence 
36,NY,North Dakota,91,Saratoga 
36,NY,North Dakota,93,Schenectady 
36,NY,North Dakota,95,Schoharie 
36,NY,North Dakota,97,Schuyler 
36,NY,North Dakota,99,Seneca 
36,NY,North Dakota,101,Steuben 
36,NY,North Dakota,103,Suffolk 
36,NY,North Dakota,105,Sullivan 
36,NY,North Dakota,107,Tioga 
36,NY,North Dakota,109,Tompkins 
36,NY,North Dakota,111,Ulster 
36,NY,North Dakota,113,Warren 
36,NY,North Dakota,115,Washington 
36,NY,North Dakota,117,Wayne 
36,NY,North Dakota,119,Westchester 
36,NY,North Dakota,121,Wyoming 
36,NY,North Dakota,123,Yates 
37,NC,Montana,1,Alamance 
37,NC,Montana,3,Alexander 
37,NC,Montana,5,Alleghany 
37,NC,Montana,7,Anson 
37,NC,Montana,9,Ashe 
37,NC,Montana,11,Avery 
37,NC,Montana,13,Beaufort 
37,NC,Montana,15,Bertie 
37,NC,Montana,17,Bladen 
37,NC,Montana,19,Brunswick 
37,NC,Montana,21,Buncombe 
37,NC,Montana,23,Burke 
37,NC,Montana,25,Cabarrus 
37,NC,Montana,27,Caldwell 
37,NC,Montana,29,Camden 
37,NC,Montana,31,Carteret 
37,NC,Montana,33,Caswell 
37,NC,Montana,35,Catawba 
37,NC,Montana,37,Chatham 
37,NC,Montana,39,Cherokee 
37,NC,Montana,41,Chowan 
37,NC,Montana,43,Clay 
37,NC,Montana,45,Cleveland 
37,NC,Montana,47,Columbus 
37,NC,Montana,49,Craven 
37,NC,Montana,51,Cumberland 
37,NC,Montana,53,Currituck 
37,NC,Montana,55,Dare 
37,NC,Montana,57,Davidson 
37,NC,Montana,59,Davie 
37,NC,Montana,61,Duplin 
37,NC,Montana,63,Durham 
37,NC,Montana,65,Edgecombe 
37,NC,Montana,67,Forsyth 
37,NC,Montana,69,Franklin 
37,NC,Montana,71,Gaston 
37,NC,Montana,73,Gates 
37,NC,Montana,75,Graham 
37,NC,Montana,77,Granville 
37,NC,Montana,79,Greene 
37,NC,Montana,81,Guilford 
37,NC,Montana,83,Halifax 
37,NC,Montana,85,Harnett 
37,NC,Montana,87,Haywood 
37,NC,Montana,89,Henderson 
37,NC,Montana,91,Hertford 
37,NC,Montana,93,Hoke 
37,NC,Montana,95,Hyde 
37,NC,Montana,97,Iredell 
37,NC,Montana,99,Jackson 
37,NC,Montana,101,Johnston 
37,NC,Montana,103,Jones 
37,NC,Montana,105,Lee 
37,NC,Montana,107,Lenoir 
37,NC,Montana,109,Lincoln 
37,NC,Montana,111,McDowell 
37,NC,Montana,113,Macon 
37,NC,Montana,115,Madison 
37,NC,Montana,117,Martin 
37,NC,Montana,119,Mecklenburg 
37,NC,Montana,121,Mitchell 
37,NC,Montana,123,Montgomery 
37,NC,Montana,125,Moore 
37,NC,Montana,127,Nash 
37,NC,Montana,129,New Hanover 
37,NC,Montana,131,Northampton 
37,NC,Montana,133,Onslow 
37,NC,Montana,135,Orange 
37,NC,Montana,137,Pamlico 
37,NC,Montana,139,Pasquotank 
37,NC,Montana,141,Pender 
37,NC,Montana,143,Perquimans 
37,NC,Montana,145,Person 
37,NC,Montana,147,Pitt 
37,NC,Montana,149,Polk 
37,NC,Montana,151,Randolph 
37,NC,Montana,153,Richmond 
37,NC,Montana,155,Robeson 
37,NC,Montana,157,Rockingham 
37,NC,Montana,159,Rowan 
37,NC,Montana,161,Rutherford 
37,NC,Montana,163,Sampson 
37,NC,Montana,165,Scotland 
37,NC,Montana,167,Stanly 
37,NC,Montana,169,Stokes 
37,NC,Montana,171,Surry 
37,NC,Montana,173,Swain 
37,NC,Montana,175,Transylvania 
37,NC,Montana,177,Tyrrell 
37,NC,Montana,179,Union 
37,NC,Montana,181,Vance 
37,NC,Montana,183,Wake 
37,NC,Montana,185,Warren 
37,NC,Montana,187,Washington 
37,NC,Montana,189,Watauga 
37,NC,Montana,191,Wayne 
37,NC,Montana,193,Wilkes 
37,NC,Montana,195,Wilson 
37,NC,Montana,197,Yadkin 
37,NC,Montana,199,Yancey 
38,ND,Montana,1,Adams 
38,ND,Montana,3,Barnes 
38,ND,Montana,5,Benson 
38,ND,Montana,7,Billings 
38,ND,Montana,9,Bottineau 
38,ND,Montana,11,Bowman 
38,ND,Montana,13,Burke 
38,ND,Montana,15,Burleigh 
38,ND,Montana,17,Cass 
38,ND,Montana,19,Cavalier 
38,ND,Montana,21,Dickey 
38,ND,Montana,23,Divide 
38,ND,Montana,25,Dunn 
38,ND,Montana,27,Eddy 
38,ND,Montana,29,Emmons 
38,ND,Montana,31,Foster 
38,ND,Montana,33,Golden Valley 
38,ND,Montana,35,Grand Forks 
38,ND,Montana,37,Grant 
38,ND,Montana,39,Griggs 
38,ND,Montana,41,Hettinger 
38,ND,Montana,43,Kidder 
38,ND,Montana,45,LaMoure 
38,ND,Montana,47,Logan 
38,ND,Montana,49,McHenry 
38,ND,Montana,51,McIntosh 
38,ND,Montana,53,McKenzie 
38,ND,Montana,55,McLean 
38,ND,Montana,57,Mercer 
38,ND,Montana,59,Morton 
38,ND,Montana,61,Mountrail 
38,ND,Montana,63,Nelson 
38,ND,Montana,65,Oliver 
38,ND,Montana,67,Pembina 
38,ND,Montana,69,Pierce 
38,ND,Montana,71,Ramsey 
38,ND,Montana,73,Ransom 
38,ND,Montana,75,Renville 
38,ND,Montana,77,Richland 
38,ND,Montana,79,Rolette 
38,ND,Montana,81,Sargent 
38,ND,Montana,83,Sheridan 
38,ND,Montana,85,Sioux 
38,ND,Montana,87,Slope 
38,ND,Montana,89,Stark 
38,ND,Montana,91,Steele 
38,ND,Montana,93,Stutsman 
38,ND,Montana,95,Towner 
38,ND,Montana,97,Traill 
38,ND,Montana,99,Walsh 
38,ND,Montana,101,Ward 
38,ND,Montana,103,Wells 
38,ND,Montana,105,Williams 
39,OH,Ohio,1,Adams 
39,OH,Ohio,3,Allen 
39,OH,Ohio,5,Ashland 
39,OH,Ohio,7,Ashtabula 
39,OH,Ohio,9,Athens 
39,OH,Ohio,11,Auglaize 
39,OH,Ohio,13,Belmont 
39,OH,Ohio,15,Brown 
39,OH,Ohio,17,Butler 
39,OH,Ohio,19,Carroll 
39,OH,Ohio,21,Champaign 
39,OH,Ohio,23,Clark 
39,OH,Ohio,25,Clermont 
39,OH,Ohio,27,Clinton 
39,OH,Ohio,29,Columbiana 
39,OH,Ohio,31,Coshocton 
39,OH,Ohio,33,Crawford 
39,OH,Ohio,35,Cuyahoga 
39,OH,Ohio,37,Darke 
39,OH,Ohio,39,Defiance 
39,OH,Ohio,41,Delaware 
39,OH,Ohio,43,Erie 
39,OH,Ohio,45,Fairfield 
39,OH,Ohio,47,Fayette 
39,OH,Ohio,49,Franklin 
39,OH,Ohio,51,Fulton 
39,OH,Ohio,53,Gallia 
39,OH,Ohio,55,Geauga 
39,OH,Ohio,57,Greene 
39,OH,Ohio,59,Guernsey 
39,OH,Ohio,61,Hamilton 
39,OH,Ohio,63,Hancock 
39,OH,Ohio,65,Hardin 
39,OH,Ohio,67,Harrison 
39,OH,Ohio,69,Henry 
39,OH,Ohio,71,Highland 
39,OH,Ohio,73,Hocking 
39,OH,Ohio,75,Holmes 
39,OH,Ohio,77,Huron 
39,OH,Ohio,79,Jackson 
39,OH,Ohio,81,Jefferson 
39,OH,Ohio,83,Knox 
39,OH,Ohio,85,Lake 
39,OH,Ohio,87,Lawrence 
39,OH,Ohio,89,Licking 
39,OH,Ohio,91,Logan 
39,OH,Ohio,93,Lorain 
39,OH,Ohio,95,Lucas 
39,OH,Ohio,97,Madison 
39,OH,Ohio,99,Mahoning 
39,OH,Ohio,101,Marion 
39,OH,Ohio,103,Medina 
39,OH,Ohio,105,Meigs 
39,OH,Ohio,107,Mercer 
39,OH,Ohio,109,Miami 
39,OH,Ohio,111,Monroe 
39,OH,Ohio,113,Montgomery 
39,OH,Ohio,115,Morgan 
39,OH,Ohio,117,Morrow 
39,OH,Ohio,119,Muskingum 
39,OH,Ohio,121,Noble 
39,OH,Ohio,123,Ottawa 
39,OH,Ohio,125,Paulding 
39,OH,Ohio,127,Perry 
39,OH,Ohio,129,Pickaway 
39,OH,Ohio,131,Pike 
39,OH,Ohio,133,Portage 
39,OH,Ohio,135,Preble 
39,OH,Ohio,137,Putnam 
39,OH,Ohio,139,Richland 
39,OH,Ohio,141,Ross 
39,OH,Ohio,143,Sandusky 
39,OH,Ohio,145,Scioto 
39,OH,Ohio,147,Seneca 
39,OH,Ohio,149,Shelby 
39,OH,Ohio,151,Stark 
39,OH,Ohio,153,Summit 
39,OH,Ohio,155,Trumbull 
39,OH,Ohio,157,Tuscarawas 
39,OH,Ohio,159,Union 
39,OH,Ohio,161,Van Wert 
39,OH,Ohio,163,Vinton 
39,OH,Ohio,165,Warren 
39,OH,Ohio,167,Washington 
39,OH,Ohio,169,Wayne 
39,OH,Ohio,171,Williams 
39,OH,Ohio,173,Wood 
39,OH,Ohio,175,Wyandot 
40,OK,Oklahoma,1,Adair 
40,OK,Oklahoma,3,Alfalfa 
40,OK,Oklahoma,5,Atoka 
40,OK,Oklahoma,7,Beaver 
40,OK,Oklahoma,9,Beckham 
40,OK,Oklahoma,11,Blaine 
40,OK,Oklahoma,13,Bryan 
40,OK,Oklahoma,15,Caddo 
40,OK,Oklahoma,17,Canadian 
40,OK,Oklahoma,19,Carter 
40,OK,Oklahoma,21,Cherokee 
40,OK,Oklahoma,23,Choctaw 
40,OK,Oklahoma,25,Cimarron 
40,OK,Oklahoma,27,Cleveland 
40,OK,Oklahoma,29,Coal 
40,OK,Oklahoma,31,Comanche 
40,OK,Oklahoma,33,Cotton 
40,OK,Oklahoma,35,Craig 
40,OK,Oklahoma,37,Creek 
40,OK,Oklahoma,39,Custer 
40,OK,Oklahoma,41,Delaware 
40,OK,Oklahoma,43,Dewey 
40,OK,Oklahoma,45,Ellis 
40,OK,Oklahoma,47,Garfield 
40,OK,Oklahoma,49,Garvin 
40,OK,Oklahoma,51,Grady 
40,OK,Oklahoma,53,Grant 
40,OK,Oklahoma,55,Greer 
40,OK,Oklahoma,57,Harmon 
40,OK,Oklahoma,59,Harper 
40,OK,Oklahoma,61,Haskell 
40,OK,Oklahoma,63,Hughes 
40,OK,Oklahoma,65,Jackson 
40,OK,Oklahoma,67,Jefferson 
40,OK,Oklahoma,69,Johnston 
40,OK,Oklahoma,71,Kay 
40,OK,Oklahoma,73,Kingfisher 
40,OK,Oklahoma,75,Kiowa 
40,OK,Oklahoma,77,Latimer 
40,OK,Oklahoma,79,Le Flore 
40,OK,Oklahoma,81,Lincoln 
40,OK,Oklahoma,83,Logan 
40,OK,Oklahoma,85,Love 
40,OK,Oklahoma,87,McClain 
40,OK,Oklahoma,89,McCurtain 
40,OK,Oklahoma,91,McIntosh 
40,OK,Oklahoma,93,Major 
40,OK,Oklahoma,95,Marshall 
40,OK,Oklahoma,97,Mayes 
40,OK,Oklahoma,99,Murray 
40,OK,Oklahoma,101,Muskogee 
40,OK,Oklahoma,103,Noble 
40,OK,Oklahoma,105,Nowata 
40,OK,Oklahoma,107,Okfuskee 
40,OK,Oklahoma,109,Oklahoma 
40,OK,Oklahoma,111,Okmulgee 
40,OK,Oklahoma,113,Osage 
40,OK,Oklahoma,115,Ottawa 
40,OK,Oklahoma,117,Pawnee 
40,OK,Oklahoma,119,Payne 
40,OK,Oklahoma,121,Pittsburg 
40,OK,Oklahoma,123,Pontotoc 
40,OK,Oklahoma,125,Pottawatomie 
40,OK,Oklahoma,127,Pushmataha 
40,OK,Oklahoma,129,Roger Mills 
40,OK,Oklahoma,131,Rogers 
40,OK,Oklahoma,133,Seminole 
40,OK,Oklahoma,135,Sequoyah 
40,OK,Oklahoma,137,Stephens 
40,OK,Oklahoma,139,Texas 
40,OK,Oklahoma,141,Tillman 
40,OK,Oklahoma,143,Tulsa 
40,OK,Oklahoma,145,Wagoner 
40,OK,Oklahoma,147,Washington 
40,OK,Oklahoma,149,Washita 
40,OK,Oklahoma,151,Woods 
40,OK,Oklahoma,153,Woodward 
41,OR,Oregon,1,Baker 
41,OR,Oregon,3,Benton 
41,OR,Oregon,5,Clackamas 
41,OR,Oregon,7,Clatsop 
41,OR,Oregon,9,Columbia 
41,OR,Oregon,11,Coos 
41,OR,Oregon,13,Crook 
41,OR,Oregon,15,Curry 
41,OR,Oregon,17,Deschutes 
41,OR,Oregon,19,Douglas 
41,OR,Oregon,21,Gilliam 
41,OR,Oregon,23,Grant 
41,OR,Oregon,25,Harney 
41,OR,Oregon,27,Hood River 
41,OR,Oregon,29,Jackson 
41,OR,Oregon,31,Jefferson 
41,OR,Oregon,33,Josephine 
41,OR,Oregon,35,Klamath 
41,OR,Oregon,37,Lake 
41,OR,Oregon,39,Lane 
41,OR,Oregon,41,Lincoln 
41,OR,Oregon,43,Linn 
41,OR,Oregon,45,Malheur 
41,OR,Oregon,47,Marion 
41,OR,Oregon,49,Morrow 
41,OR,Oregon,51,Multnomah 
41,OR,Oregon,53,Polk 
41,OR,Oregon,55,Sherman 
41,OR,Oregon,57,Tillamook 
41,OR,Oregon,59,Umatilla 
41,OR,Oregon,61,Union 
41,OR,Oregon,63,Wallowa 
41,OR,Oregon,65,Wasco 
41,OR,Oregon,67,Washington 
41,OR,Oregon,69,Wheeler 
41,OR,Oregon,71,Yamhill 
42,PA,Pennsylvania,1,Adams 
42,PA,Pennsylvania,3,Allegheny 
42,PA,Pennsylvania,5,Armstrong 
42,PA,Pennsylvania,7,Beaver 
42,PA,Pennsylvania,9,Bedford 
42,PA,Pennsylvania,11,Berks 
42,PA,Pennsylvania,13,Blair 
42,PA,Pennsylvania,15,Bradford 
42,PA,Pennsylvania,17,Bucks 
42,PA,Pennsylvania,19,Butler 
42,PA,Pennsylvania,21,Cambria 
42,PA,Pennsylvania,23,Cameron 
42,PA,Pennsylvania,25,Carbon 
42,PA,Pennsylvania,27,Centre 
42,PA,Pennsylvania,29,Chester 
42,PA,Pennsylvania,31,Clarion 
42,PA,Pennsylvania,33,Clearfield 
42,PA,Pennsylvania,35,Clinton 
42,PA,Pennsylvania,37,Columbia 
42,PA,Pennsylvania,39,Crawford 
42,PA,Pennsylvania,41,Cumberland 
42,PA,Pennsylvania,43,Dauphin 
42,PA,Pennsylvania,45,Delaware 
42,PA,Pennsylvania,47,Elk 
42,PA,Pennsylvania,49,Erie 
42,PA,Pennsylvania,51,Fayette 
42,PA,Pennsylvania,53,Forest 
42,PA,Pennsylvania,55,Franklin 
42,PA,Pennsylvania,57,Fulton 
42,PA,Pennsylvania,59,Greene 
42,PA,Pennsylvania,61,Huntingdon 
42,PA,Pennsylvania,63,Indiana 
42,PA,Pennsylvania,65,Jefferson 
42,PA,Pennsylvania,67,Juniata 
42,PA,Pennsylvania,69,Lackawanna 
